text,author,id
"Saying this, the first figure began untying his hood, but gave it up, and pulling it off impatiently with his cap, angrily flung it near the stove.",AC,dummy
"Then taking off his greatcoat, he threw that down beside it, and, without saying good-evening, began pacing up and down the hut.",AC,dummy
"He was a fair-haired, young postman wearing a shabby uniform and black rusty-looking high boots.",AC,dummy
"After warming himself by walking to and fro, he sat down at the table, stretched out his muddy feet towards the sacks and leaned his chin on his fist.",AC,dummy
"His pale face, reddened in places by the cold, still bore vivid traces of the pain and terror he had just been through.",AC,dummy
"Though distorted by anger and bearing traces of recent suffering, physical and moral, it was handsome in spite of the melting snow on the eyebrows, moustaches, and short beard.",AC,dummy
"muttered the postman, looking round the walls and seeming hardly able to believe that he was in the warmth.",AC,dummy
"If it had not been for your light, I don't know what would have happened.",AC,dummy
"he asked, dropping his voice and raising his eyes to the sexton's wife.",AC,dummy
"""To the Gulyaevsky Hill on General Kalinovsky's estate,"" she answered, startled and blushing.",AC,dummy
"""Do you hear, Stepan?""",AC,dummy
"The postman turned to the driver, who was wedged in the doorway with a huge mail-bag on his shoulders.",AC,dummy
"Jerking out these words like a hoarse sigh, the driver went out and soon after returned with another bag, then went out once more and this time brought the postman's sword on a big belt, of the pattern of that long flat blade with which Judith is portrayed by the bedside of Holofernes in cheap woodcuts.",AC,dummy
"Laying the bags along the wall, he went out into the outer room, sat down there and lighted his pipe.",AC,dummy
"said the postman, frowning.",AC,dummy
"""We must make haste and get warm, and then set off, or we shall be late for the mail train.",AC,dummy
"""What an infliction it is, this weather!""",AC,dummy
"""H'm, yes.... Who may you be?""",AC,dummy
"We live here, by the church.... We belong to the clergy....",AC,dummy
"Savely, get up and say good-evening!",AC,dummy
"Of course, when the gentry lived here there were more people, and it was worth while to have the services.",AC,dummy
"But now the gentry have gone, and I need not tell you there's nothing for the clergy to live on.",AC,dummy
"The nearest village is Markovka, and that's over three miles away.",AC,dummy
"Savely is on the retired list now, and has got the watchman's job; he has to look after the church....""  And the postman was immediately informed that if Savely were to go to the General's lady and ask her for a letter to the bishop, he would be given a good berth.",AC,dummy
"Only we don't get much from that,"" sighed Raissa.",AC,dummy
"""The old skinflint, Father Nikodim, from the next village celebrates here on St. Nicolas' Day in the winter and on St. Nicolas' Day in the summer, and for that he takes almost all the crops for himself.",AC,dummy
"""You are lying,"" Savely growled hoarsely.",AC,dummy
"""Father Nikodim is a saintly soul, a luminary of the Church; and if he does take it, it's the regulation!""",AC,dummy
"said the postman, with a grin.",AC,dummy
"My father was sexton here in the old days, and when the time came for him to die, he went to the Consistory and asked them to send some unmarried man to marry me that I might keep the place.",AC,dummy
"""Aha, so you killed two birds with one stone!""",AC,dummy
"said the postman, looking at Savely's back.",AC,dummy
"The postman moved away from the table, stretched, and sat down on the mail-bag.",AC,dummy
"After a moment's thought he squeezed the bags with his hands, shifted his sword to the other side, and lay down with one foot touching the floor.",AC,dummy
"""It's a dog's life,"" he muttered, putting his hands behind his head and closing his eyes.",AC,dummy
"Nothing was audible except the sniffing of Savely and the slow, even breathing of the sleeping postman, who uttered a deep prolonged ""h-h-h"" at every breath.",AC,dummy
"From time to time there was a sound like a creaking wheel in his throat, and his twitching foot rustled against the bag.",AC,dummy
"His wife was sitting on the stool, and with her hands pressed against her cheeks was gazing at the postman's face.",AC,dummy
"Her face was immovable, like the face of some one frightened and astonished.",AC,dummy
"""Well, what are you gaping at?""",AC,dummy
"Three minutes later he turned over restlessly again, knelt up on the bed, and with his hands on the pillow looked askance at his wife.",AC,dummy
"She was still sitting motionless, staring at the visitor.",AC,dummy
"The sexton cleared his throat, crawled on his stomach off the bed, and going up to the postman, put a handkerchief over his face.",AC,dummy
"Savely looked distrustfully at his wife, put out his lips towards the lamp, but at once thought better of it and clasped his hands.",AC,dummy
"""Ah, you long-skirted devil!""",AC,dummy
"hissed his wife, frowning with vexation.",AC,dummy
"And settling herself more comfortably, she stared at the postman again.",AC,dummy
"She was not so much interested in his face as in his whole appearance, in the novelty of this man.",AC,dummy
"His chest was broad and powerful, his hands were slender and well formed, and his graceful, muscular legs were much comelier than Savely's stumps.",AC,dummy
"There could be no comparison, in fact.",AC,dummy
"""Though I am a long-skirted devil,"" Savely said after a brief interval, ""they've no business to sleep here....",AC,dummy
"If you carry the letters, carry them, you can't go to sleep.... Hey!",AC,dummy
"""You, driver.",AC,dummy
"And Savely, thoroughly roused, ran up to the postman and tugged him by the sleeve.",AC,dummy
"""Hey, your honour, if you must go, go; and if you don't, it's not the thing.... Sleeping won't do.""",AC,dummy
"The postman jumped up, sat down, looked with blank eyes round the hut, and lay down again.",AC,dummy
"""That's what the post is for—to get there in good time, do you hear?",AC,dummy
"Warmed and relaxed by his first sweet sleep, and not yet quite awake, he saw as through a mist the white neck and the immovable, alluring eyes of the sexton's wife.",AC,dummy
"""Come, how can you go in such weather!""",AC,dummy
"Are you going to take it, pray, you?""",AC,dummy
"The postman opened his eyes again, looked at the play of the dimples on Raissa's face, remembered where he was, and understood Savely.",AC,dummy
"The thought that he had to go out into the cold darkness sent a chill shudder all down him, and he winced.",AC,dummy
"""I might sleep another five minutes,"" he said, yawning.",AC,dummy
"""I shall be late, anyway....""  ""We might be just in time,"" came a voice from the outer room.",AC,dummy
"The postman got up, and stretching lazily began putting on his coat.",AC,dummy
"""Give us a hand,"" the driver shouted to him as he lifted up a mail-bag.",AC,dummy
"The sexton's wife gazed into his eyes, and seemed trying to look right into his soul.",AC,dummy
"""I wouldn't say no... but, you see, they're getting ready,"" he assented.",AC,dummy
"""We are late, anyway.""",AC,dummy
"""Do stay,"" she whispered, dropping her eyes and touching him by the sleeve.",AC,dummy
"The postman got the knot undone at last and flung the hood over his elbow, hesitating.",AC,dummy
"Seeing that she did not resist, he stroked her neck and shoulders.",AC,dummy
"""I say, you are...""  ""You'd better stay... have some tea.""",AC,dummy
"And the postman, not yet quite awake, not yet quite able to shake off the intoxicating sleep of youth and fatigue, was suddenly overwhelmed by a desire for the sake of which mail-bags, postal trains... and all things in the world, are forgotten.",AC,dummy
"He glanced at the door in a frightened way, as though he wanted to escape or hide himself, seized Raissa round the waist, and was just bending over the lamp to put out the light, when he heard the tramp of boots in the outer room, and the driver appeared in the doorway.",AC,dummy
"""It's all ready,"" said the driver.",AC,dummy
"The postman stood still for a moment, resolutely threw up his head as though waking up completely, and followed the driver out.",AC,dummy
"""Come, get in and show us the way!""",AC,dummy
"One bell sounded languidly, then another, and the jingling notes in a long delicate chain floated away from the hut.",AC,dummy
"When little by little they had died away, Raissa got up and nervously paced to and fro.",AC,dummy
"At first she was pale, then she flushed all over.",AC,dummy
"Her face was contorted with hate, her breathing was tremulous, her eyes gleamed with wild, savage anger, and, pacing up and down as in a cage, she looked like a tigress menaced with red-hot iron.",AC,dummy
"Almost half of the room was filled up by the bed, which stretched the length of the whole wall and consisted of a dirty feather-bed, coarse grey pillows, a quilt, and nameless rags of various sorts.",AC,dummy
"Everything, including the absent Savely himself, was dirty, greasy, and smutty to the last degree, so that it was strange to see a woman's white neck and delicate skin in such surroundings.",AC,dummy
"Raissa ran up to the bed, stretched out her hands as though she wanted to fling it all about, stamp it underfoot, and tear it to shreds.",AC,dummy
"But then, as though frightened by contact with the dirt, she leapt back and began pacing up and down again.",AC,dummy
"When Savely returned two hours later, worn out and covered with snow, she was undressed and in bed.",AC,dummy
"Her eyes were closed, but from the slight tremor that ran over her face he guessed that she was not asleep.",AC,dummy
"On his way home he had vowed inwardly to wait till next day and not to touch her, but he could not resist a biting taunt at her.",AC,dummy
"""Your witchery was all in vain: he's gone off,"" he said, grinning with malignant joy.",AC,dummy
"His wife remained mute, but her chin quivered.",AC,dummy
"Savely undressed slowly, clambered over his wife, and lay down next to the wall.",AC,dummy
"he muttered, curling himself up.",AC,dummy
"""The job's enough for you, and you can look for a wife in the forest, blast you!""",AC,dummy
"""I am no wife for you, a clumsy lout, a slug-a-bed, God forgive me!""",AC,dummy
"""Come, come... go to sleep!""",AC,dummy
"""If it weren't for you, I might have married a merchant or some gentleman!",AC,dummy
"If it weren't for you, I should love my husband now!",AC,dummy
"And you haven't been buried in the snow, you haven't been frozen on the highroad, you Herod!""",AC,dummy
"Something wailed in the stove, in the chimney, outside the walls, and it seemed to Savely that the wailing was within him, in his ears.",AC,dummy
"He no longer doubted that his wife, with the aid of the Evil One, controlled the winds and the post sledges.",AC,dummy
"But to add to his grief, this mysteriousness, this supernatural, weird power gave the woman beside him a peculiar, incomprehensible charm of which he had not been conscious before.",AC,dummy
"The fact that in his stupidity he unconsciously threw a poetic glamour over her made her seem, as it were, whiter, sleeker, more unapproachable.",AC,dummy
"""Tfoo, horrid creature!""",AC,dummy
"Yet, waiting till she was quiet and began breathing evenly, he touched her head with his finger... held her thick plait in his hand for a minute.",AC,dummy
"she shouted, and prodded him on the nose with her elbow with such violence that he saw stars before his eyes.",AC,dummy
"The pain in his nose was soon over, but the torture in his heart remained.",AC,dummy
"IN the village of Reybuzh, just facing the church, stands a two-storeyed house with a stone foundation and an iron roof.",AC,dummy
"In the lower storey the owner himself, Filip Ivanov Kashin, nicknamed Dyudya, lives with his family, and on the upper floor, where it is apt to be very hot in summer and very cold in winter, they put up government officials, merchants, or landowners, who chance to be travelling that way.",AC,dummy
"Dyudya rents some bits of land, keeps a tavern on the highroad, does a trade in tar, honey, cattle, and jackdaws, and has already something like eight thousand roubles put by in the bank in the town.",AC,dummy
"His elder son, Fyodor, is head engineer in the factory, and, as the peasants say of him, he has risen so high in the world that he is quite out of reach now.",AC,dummy
"Fyodor's wife, Sofya, a plain, ailing woman, lives at home at her father-in-law's.",AC,dummy
"She is for ever crying, and every Sunday she goes over to the hospital for medicine.",AC,dummy
"Dyudya's second son, the hunchback Alyoshka, is living at home at his father's.",AC,dummy
"He has only lately been married to Varvara, whom they singled out for him from a poor family.",AC,dummy
"She is a handsome young woman, smart and buxom.",AC,dummy
"When officials or merchants put up at the house, they always insist on having Varvara to bring in the samovar and make their beds.",AC,dummy
"One June evening when the sun was setting and the air was full of the smell of hay, of steaming dung-heaps and new milk, a plain-looking cart drove into Dyudya's yard with three people in it: a man of about thirty in a canvas suit, beside him a little boy of seven or eight in a long black coat with big bone buttons, and on the driver's seat a young fellow in a red shirt.",AC,dummy
"The young fellow took out the horses and led them out into the street to walk them up and down a bit, while the traveller washed, said a prayer, turning towards the church, then spread a rug near the cart and sat down with the boy to supper.",AC,dummy
"He ate without haste, sedately, and Dyudya, who had seen a good many travellers in his time, knew him from his manners for a businesslike man, serious and aware of his own value.",AC,dummy
"Dyudya was sitting on the step in his waistcoat without a cap on, waiting for the visitor to speak first.",AC,dummy
"He was used to hearing all kinds of stories from the travellers in the evening, and he liked listening to them before going to bed.",AC,dummy
"His old wife, Afanasyevna, and his daughter-in-law Sofya, were milking in the cowshed.",AC,dummy
"The other daughter-in-law, Varvara, was sitting at the open window of the upper storey, eating sunflower seeds.",AC,dummy
"""The little chap will be your son, I'm thinking?""",AC,dummy
"The stranger seemed to be a man fond of talking and ready of speech, and Dyudya learned from him that he was from the town, was of the tradesman class, and had a house of his own, that his name was Matvey Savitch, that he was on his way now to look at some gardens that he was renting from some German colonists, and that the boy's name was Kuzka.",AC,dummy
"The evening was hot and close, no one felt inclined for sleep.",AC,dummy
"When it was getting dark and pale stars began to twinkle here and there in the sky, Matvey Savitch began to tell how he had come by Kuzka.",AC,dummy
"Afanasyevna and Sofya stood a little way off, listening.",AC,dummy
"""It's a complicated story, old man,"" began Matvey Savitch, ""and if I were to tell you all just as it happened, it would take all night and more.",AC,dummy
"Ten years ago in a little house in our street, next door to me, where now there's a tallow and oil factory, there was living an old widow, Marfa Semyonovna Kapluntsev, and she had two sons: one was a guard on the railway, but the other, Vasya, who was just my own age, lived at home with his mother.",AC,dummy
"Old Kapluntsev had kept five pair of horses and sent carriers all over the town; his widow had not given up the business, but managed the carriers as well as her husband had done, so that some days they would bring in as much as five roubles from their rounds.",AC,dummy
"""The young fellow, too, made a trifle on his own account.",AC,dummy
"He used to breed fancy pigeons and sell them to fanciers; at times he would stand for hours on the roof, waving a broom in the air and whistling; his pigeons were right up in the clouds, but it wasn't enough for him, and he'd want them to go higher yet.",AC,dummy
"Siskins and starlings, too, he used to catch, and he made cages for sale.",AC,dummy
"All trifles, but, mind you, he'd pick up some ten roubles a month over such trifles.",AC,dummy
"Well, as time went on, the old lady lost the use of her legs and took to her bed.",AC,dummy
"In consequence of which event the house was left without a woman to look after it, and that's for all the world like a man without an eye.",AC,dummy
"They called in a matchmaker at once, the women got to talking of one thing and another, and Vasya went off to have a look at the girls.",AC,dummy
"He picked out Mashenka, a widow's daughter.",AC,dummy
"The girl was a little slip of a thing, seventeen, but fair-skinned and pretty-looking, and like a lady in all her ways; and a decent dowry with her, five hundred roubles, a cow, a bed.... Well, the old lady—it seemed as though she had known it was coming—three days after the wedding, departed to the Heavenly Jerusalem where is neither sickness nor sighing.",AC,dummy
"For just six months they got on splendidly, and then all of a sudden another misfortune.",AC,dummy
"He was taken, poor chap, for a soldier, and not even granted exemption.",AC,dummy
"When he said good-bye to his wife in the yard, he bore it all right; but as he glanced up at the hay-loft and his pigeons for the last time, he burst out crying.",AC,dummy
"""At first Mashenka got her mother to stay with her, that she mightn't be dull all alone; she stayed till the baby—this very Kuzka here—was born, and then she went off to Oboyan to another married daughter's and left Mashenka alone with the baby.",AC,dummy
"There were five peasants—the carriers—a drunken saucy lot; horses, too, and dray-carts to see to, and then the fence would be broken or the soot afire in the chimney—jobs beyond a woman, and through our being neighbours, she got into the way of turning to me for every little thing.... Well, I'd go over, set things to rights, and give advice....",AC,dummy
"Naturally, not without going indoors, drinking a cup of tea and having a little chat with her.",AC,dummy
"I was a young fellow, intellectual, and fond of talking on all sorts of subjects; she, too, was well-bred and educated.",AC,dummy
"She was always neatly dressed, and in summer she walked out with a sunshade.",AC,dummy
"Sometimes I would begin upon religion or politics with her, and she was flattered and would entertain me with tea and jam....",AC,dummy
"In a word, not to make a long story of it, I must tell you, old man, a year had not passed before the Evil One, the enemy of all mankind, confounded me.",AC,dummy
"I began to notice that any day I didn't go to see her, I seemed out of sorts and dull.",AC,dummy
"And I'd be continually making up something that I must see her about: 'It's high time,' I'd say to myself, 'to put the double windows in for the winter,' and the whole day I'd idle away over at her place putting in the windows and take good care to leave a couple of them over for the next day too.",AC,dummy
"""'I ought to count over Vasya's pigeons, to see none of them have strayed,' and so on.",AC,dummy
"I used always to be talking to her across the fence, and in the end I made a little gate in the fence so as not to have to go so far round.",AC,dummy
"Instead of thinking of her husband and being on her guard, she fell in love with me.",AC,dummy
"I began to notice that she was dull without me, and was always walking to and fro by the fence looking into my yard through the cracks.",AC,dummy
"I passed close by her gate, and the Evil One was by me—at my elbow.",AC,dummy
"I looked—she had a gate with open trellis work at the top—and there she was, up already, standing in the middle of the yard, feeding the ducks.",AC,dummy
"I could not restrain myself, and I called her name.",AC,dummy
"Her little face was white, her eyes soft and sleepy-looking....",AC,dummy
"I liked her looks immensely, and I began paying her compliments, as though we were not at the gate, but just as one does on namedays, while she blushed, and laughed, and kept looking straight into my eyes without winking....",AC,dummy
"I lost all sense and began to declare my love to her.... She opened the gate, and from that morning we began to live as man and wife....""  The hunchback Alyoshka came into the yard from the street and ran out of breath into the house, not looking at any one.",AC,dummy
"Jingling some coppers in his pocket, and cracking sunflower seeds as he ran, he went out at the gate.",AC,dummy
"""And who's that, pray?""",AC,dummy
"""My son Alexey,"" answered Dyudya.",AC,dummy
"""He's off on a spree, the rascal.",AC,dummy
"God has afflicted him with a hump, so we are not very hard on him.""",AC,dummy
"""And he's always drinking with the other fellows, always drinking,"" sighed Afanasyevna.",AC,dummy
"""Before Carnival we married him, thinking he'd be steadier, but there!",AC,dummy
"Simply keeping another man's daughter for nothing,"" said Dyudya.",AC,dummy
"Somewhere behind the church they began to sing a glorious, mournful song.",AC,dummy
"All were listening; there was complete stillness in the yard.... Two voices suddenly broke off with a loud roar of laughter, but the third, a tenor, still sang on, and took so high a note that every one instinctively looked upwards, as though the voice had soared to heaven itself.",AC,dummy
"Varvara came out of the house, and screening her eyes with her hand, as though from the sun, she looked towards the church.",AC,dummy
"""It's the priest's sons with the schoolmaster,"" she said.",AC,dummy
"Matvey Savitch sighed and went on:  ""Well, that's how it was, old man.",AC,dummy
"He was ill. By that time I had put all that foolishness out of my head, and I had a fine match picked out all ready for me, only I didn't know how to break it off with my sweetheart.",AC,dummy
"Every day I'd make up my mind to have it out with Mashenka, but I didn't know how to approach her so as not to have a woman's screeching about my ears.",AC,dummy
"I read it through with Mashenka; she turned white as a sheet, while I said to her: 'Thank God; now,' says I, 'you'll be a married woman again.'",AC,dummy
"'Why, isn't he your husband?'",AC,dummy
"'Don't try to get out of it, silly,' said I, 'but tell me this: were you married to him in church or not?'",AC,dummy
"'I was married,' she said, 'but it's you that I love, and I will stay with you to the day of my death.",AC,dummy
"I don't care....' 'You're a Christian woman,' said I, 'and have read the Scriptures; what is written there?'",AC,dummy
"""Once married, with her husband she must live,"" said Dyudya.",AC,dummy
"We have sinned,' I said, 'you and I, and it is enough; we must repent and fear God.",AC,dummy
"We must confess it all to Vasya,' said I; 'he's a quiet fellow and soft—he won't kill you.",AC,dummy
"And indeed,' said I, 'better to suffer torments in this world at the hands of your lawful master than to gnash your teeth at the dread Seat of Judgment.'",AC,dummy
"The wench wouldn't listen; she stuck to her silly, 'It's you I love!'",AC,dummy
"But as knowledge grew, more and more data had to be absorbed before worthwhile journeys into ignorance could be organized.",IA,dummy
"The researcher needed the resources of a library he himself could not gather, then of instruments he himself could not afford.",IA,dummy
"More and more, the individual researcher gave way to the research team and the research institution.",IA,dummy
"Centuries before, private individuals could no longer subsidize research.",IA,dummy
"By 1940, only the government, large industries and large universities or research institutions could properly subsidize basic research.",IA,dummy
"By 1960, even the largest universities depended entirely upon government grants, while research institutions could not exist without tax concessions and public subscriptions.",IA,dummy
"By 2000, the industrial combines had become a branch of the world government and, thereafter, the financing of research and therefore its direction naturally became centralized under a department of the government.",IA,dummy
"Every branch of science was fitted neatly to the needs of the public, and the various branches of science were co-ordinated decently.",IA,dummy
"Foster tried to say a very little of this and was waved aside impatiently by Potterley who said, ""You are parroting official propaganda.",IA,dummy
"""Frankly, no.""",IA,dummy
"""Well, why do you say time viewing is a dead end?",IA,dummy
"""Oh, I see.",IA,dummy
"Foster said, ""I don't see that we're getting anywhere, Dr. Potterley.",IA,dummy
"""Oh, no.""",IA,dummy
"If they refuse grants for research in any portion of science, that portion dies.",IA,dummy
"Their noses were only inches apart, and Foster was so lost that he did not think to draw back.",IA,dummy
"He should, by rights, have ordered Potterley out.",IA,dummy
"If necessary, he should have thrown Potterley out.",IA,dummy
"Rather, it was a small point of college pride.",IA,dummy
"For that matter, now that he came to think of it, he doubted that there was a single book on neutrinics in the library.",IA,dummy
"There were occasions, such as dinners or university functions, when, by considerable effort, remnants of the attraction could be salvaged.",IA,dummy
"On ordinary occasions, she sagged.",IA,dummy
"She had grown plumper with the years, but the flaccidity about her was not a matter of fat entirely.",IA,dummy
"It was as though her muscles had given up and grown limp so that she shuffled when she walked, while her eyes grew baggy and her cheeks jowly.",IA,dummy
"Its straightness seemed to be the result of a supine surrender to gravity, nothing else.",IA,dummy
"She knew the reason, too.",IA,dummy
"The strange one, with Laurel grown up.",IA,dummy
"Still, she was sony she had mentioned it to Arnold.",IA,dummy
"It might have been that he was getting ready for that important conference with the big government official (he kept saying he expected no success), but it might also have been her dream.",IA,dummy
"It was better in the old days when he would cry sharply at her, ""Let the dead past go, Caroline!",IA,dummy
"Talk won't bring her back, and dreams won't either.""",IA,dummy
"If she had stayed at home, if she had not gone on an unnecessary shopping expedition, there would have been two of them available.",IA,dummy
"He had come out of the burning house, staggering in agony, blistered, choking, half-blinded, with the dead Laurel in his arms.",IA,dummy
"The nightmare of that lived on, never lifting entirely.",IA,dummy
"He cultivated a low-voiced mildness through which nothing broke, no lightning struck.",IA,dummy
"He grew puritanical and even abandoned his minor vices, his cigarettes, his penchant for an occasional profane exclamation.",IA,dummy
"She hunted up his references, typed his notes and microfilmed them.",IA,dummy
"She ran from the desk suddenly one evening, reaching the bathroom in bare time and retching abominably.",IA,dummy
"""Caroline, what's wrong?""",IA,dummy
"She said, ""Is it true?",IA,dummy
"The Carthaginians, it seemed, worshiped Moloch, in the form of a hollow, brazen idol with a furnace in its belly.",IA,dummy
"At times of national crisis, the priests and the people gathered, and infants, after the proper ceremonies and invocations, were dextrously hurled, alive, into the flames.",IA,dummy
"They were given sweetmeats just before the crucial moment, in order that the efficacy of the sacrifice not be ruined by displeasing cries of panic.",IA,dummy
"The drums rolled just after the moment, to drown out the few seconds of infant shrieking.",IA,dummy
"The parents were present, presumably gratified, for the sacrifice was pleasing to the gods.",IA,dummy
"Vicious lies, he told her, on the part of Carthage's enemies.",IA,dummy
"After all, such propa-gandistic lies were not uncommon.",IA,dummy
"According to the Greeks, the ancient Hebrews worshiped an ass's head in their Holy of Holies.",IA,dummy
"According to the Romans, the primitive Christians were haters of all men who sacrificed pagan children in the catacombs.",IA,dummy
"The Greeks and Romans might have mistaken some Carthaginian symbolism for the original full rite, either out of ignorance or out of malice.""",IA,dummy
"""I can't be sure yet, Caroline, but when I've got enough evidence, I'll apply for permission to use chronoscopy, which will settle the matter once and for all.""",IA,dummy
"We can focus on ancient Carthage at some time of crisis, the landing of Scipio Africanus in 202 b.c., for instance, and see with our own eyes exactly what happens.",IA,dummy
"And you'll see, I'll be right.""",IA,dummy
"He patted her and smiled encouragingly, but she dreamed of Laurel every night for two weeks thereafter and she never helped him with his Carthage project again.",IA,dummy
"He had called her after arriving back in town, told her he had seen the government man and that it had gone as expected.",IA,dummy
"That meant failure, and yet the little telltale sign of depression had been absent from his voice and his features had appeared quite composed in the teleview.",IA,dummy
"He had another errand to take care of, he said, before coming home.",IA,dummy
"It meant he would be late, but that didn't matter.",IA,dummy
"When he did arrive, he surprised her.",IA,dummy
"He kissed her dutifully and smiled, took off his hat and asked if all had been well while he was gone.",IA,dummy
"She had learned to detect small things, though, and his pace in all this was a trifle hurried.",IA,dummy
"She said, ""Has something happened?""",IA,dummy
"He said, ""We're going to have a dinner guest night after next, Caroline.",IA,dummy
"""Well, no.",IA,dummy
"He suddenly whirled toward her and seized her arms at the elbow, held them a moment, then dropped them in confusion as though disconcerted at having shown emotion.",IA,dummy
"He said, ""1 almost didn't get through to him.",IA,dummy
"Terrible, terrible, the way we have all bent to the yoke; the affection we have for the harness about us.""",IA,dummy
"Mrs. Potterley wasn't sure she understood, but for a year she had been watching him grow quietly more rebellious; little by little more daring in his criticism of the government.",IA,dummy
"She said, ""You haven't spoken foolishly to him, have you?""",IA,dummy
"""What do you mean, foolishly?",IA,dummy
"""Neutrinics"" was trisyllabic nonsense to Mrs. Potterley, but she knew it had nothing to do with history.",IA,dummy
"She said faintly, ""Arnold, I don't like you to do that.",IA,dummy
"It's-""  ""It's intellectual anarchy, my dear,"" he said.",IA,dummy
"If the government will not allow me to push my researches, I will push them on my own.",IA,dummy
"And when I show the way, others will follow.",IA,dummy
"And if they don't, it makes no difference.",IA,dummy
"It's Carthage that counts and human knowledge, not you and I.""",IA,dummy
"I can recognize intellectual curiosity when I see it in a man's eyes and face and attitude, and it's a fatal disease for a tame scientist.",IA,dummy
"Oh, why stop at anything?",IA,dummy
"Why not build our own chronoscope and tefl the government to go to-""  He stopped abruptly, shook his head and turned away.",IA,dummy
"""I hope everything will be all right,"" said Mrs. Potterley, feeling helplessly certain that everything would not be, and frightened, in advance, for her husband's professorial status and the security of their old age.",IA,dummy
"It was she alone, of them all, who had a violent presentiment of trouble.",IA,dummy
"Quite the wrong trouble, of course.",IA,dummy
"Up to that very evening, he had not quite decided he would go.",IA,dummy
"Then, at the last moment, he found he could not bring himself to commit the social enormity of breaking a dinner appointment an hour before the appointed time.",IA,dummy
"That, and the nagging of curiosity.",IA,dummy
"Mrs. Potterley sat in distant absent-mindedness, emerging out of it only once to ask if he were married and to make a deprecating sound at the news that he  was not.",IA,dummy
"It was as staid, stodgy-boring, actually-as anything could be.",IA,dummy
"Very casually, of course, almost sneakily.",IA,dummy
"To be sure, history was one of those borderline affairs and historical works were frequently read for amusement or edification by the general public.",IA,dummy
"Still, a physicist wasn't quite the ""general public.""",IA,dummy
"Let Foster take to reading histories and he would be considered queer, sure as relativity, and after a while the Head of the Department would wonder if his new instructor were really ""the man for the job.""",IA,dummy
"Dr. Potterley, it turned out, had written three books and some dozen articles on the ancient Mediterranean worlds, and the later articles (all in ""Historical Reviews"") had all dealt with pre-Roman Carthage from a sympathetic viewpoint.",IA,dummy
"That, at least, checked with Potterley's story and had soothed Foster's suspicions somewhat.",IA,dummy
"And yet Foster felt that it would have been much wiser, much safer, to have scotched the matter at the beginning.",IA,dummy
"A scientist shouldn't be too curious, he thought in bitter dissatisfaction with himself.",IA,dummy
"After dinner, he was ushered into Potterley's study and he was brought up 1 sharply at the threshold.",IA,dummy
"There were films, of course, but these were far outnumbered by the books-print on paper.",IA,dummy
"Surely all were available in the university library, or, at the very worst, at the Library of Congress, if one wished to take the minor trouble of checking out a microfilm.",IA,dummy
"That last thought, oddly, calmed Foster.",IA,dummy
"""You see,"" Potterley said, in a clear, unflurried voice, ""it was a matter of finding, if possible, anyone who had ever used chronoscopy in his work.",IA,dummy
"Naturally, 1 couldn't ask baldly, since that would be unauthorized research.""",IA,dummy
"""Yes,"" said Foster dryly.",IA,dummy
"Foster was amazed at the volume of correspondence dealing with small disputed points of ancient Mediterranean culture which somehow managed to elicit the casual remark over and over again: ""Of course, having never made use of chronoscopy-"" or, ""Pending approval of my request for chronoscopic data, which appear unlikely at the moment-""  ""Now these aren't blind questionings,"" said Potterley.",IA,dummy
"""What impressed me first was the triviality of most of the items, their insipidity.",IA,dummy
"Uniformly, as I have shown you, they did not make use of the chronoscope.",IA,dummy
"At last Foster, his head swimming with Potterley's meticulously gathered details, asked, ""But why?""",IA,dummy
"""I don't know why,"" said Potterley, ""but I have a theory.",IA,dummy
"The original invention of the chronoscope was by Sterbinski-you see, I know that much -and it was well publicized.",IA,dummy
"But then, people might be curious as to why it wasn't being used.",IA,dummy
"Curiosity is such a vice, Dr.",IA,dummy
"Yes, agreed the physicist to himself.",IA,dummy
"""Imagine the effectiveness, then,"" Potterley went on, ""of pretending that the chronoscope was being used.",IA,dummy
"It would then be not a mystery, but a commonplace.",IA,dummy
"""You were curious,"" pointed out Foster.",IA,dummy
"""It was different in my case,"" he said angrily.",IA,dummy
"""I have something that must be done, and I wouldn't submit to the ridiculous way in which they kept putting me off.""",IA,dummy
"A bit paranoid, too, thought Foster gloomily.",IA,dummy
"Yet he had ended up with something, paranoid or not.",IA,dummy
"If Potterley didn't intend this as a test of Foster's ethics, what did he want?",IA,dummy
"If an intellectual anarchist with a touch of paranoia wanted to use a chronoscope and was convinced that the pow-ers-that-be were deliberately standing in his way, what would he do?",IA,dummy
"Supposing it were I, he thought.",IA,dummy
"He said slowly, ""Maybe the chronoscope doesn't exist at all?""",IA,dummy
"For an instant, Foster found himself catching a glimpse of something not at all calm.",IA,dummy
"But the historian kept his balance and said, ""Oh, no, there must be a chronoscope.""",IA,dummy
"""The books say so,"" said Foster coldly.",IA,dummy
"He said, ""Build one of our own?""",IA,dummy
"Nevertheless, he said, ""Why not?""",IA,dummy
"""Because that's out of the question,"" said Foster.",IA,dummy
"""If what I've read is correct, then it took Sterbinski twenty years to build his machine and several millions in composite grants.",IA,dummy
"Suppose we had the time, which we haven't, and suppose I could learn enough out of books, which I doubt, where would we get the money ' and equipment?",IA,dummy
"The chronoscope is supposed to fill a five-story building, for : Heaven's sake.""",IA,dummy
"""Well, I'll tell you what.",IA,dummy
"I don't know what good it will do you in either case, but it's as far as I can go.",IA,dummy
